id,durationinseconds,recordeddate,responseid,consent,religion,religion_do,imm_1,imm_2,leaver,outcome_control,outcome_treat,fl_5_do,basics_do,treatment,missing,outcome,support2,id2,session_id,age,countryofbirth,currentcountryofresidence,currentukareaofresidence,employmentstatus,ethnicitysimplified,genderidentity,highesteducationlevelcompleted,householdsize,nationality,personalincomegbp,politicalaffiliationuk,relationshipmaritalstatus,religiousaffiliation,sex,sexualorientation,ukgeneralelection2019,brexit,gender,queer,trans,ideology,ed,degree,region,voterecall,income,race,civilstat,relig,student,nonwhite,agecat,imm1mean,immbelow,imm3,fourarm,religmed,support
888,124,11/12/2021 5:18,R_PA3yrs1imKgONix,1,0,0|1|2|3|4|5|9999,1,8,1,5,,ControlText,religion|imm|leaver,0,0,5,Opposes LGBT+ education,626,618e52d917d7e142789ffc5e,36,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Unemployed (and job seeking),Black,Male,Secondary education (e.g. GED/GCSE),2,United Kingdom,"Less than Â£10,000 ",Centre,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Male,heterosexual,I did not vote,I was not eligible to vote,Man,Heterosexual,0,Centre,Secondary education (e.g. GED/GCSE),0,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Prefer not to say,0,Black,Married,Christian,0,1,35-44,6.081356,1,0,Anti-Immigration+Control,0,0
737,107,11/12/2021 5:20,R_sBZO13RE0vDDa81,1,1,5|4|3|2|1|0|9999,6,10,1,,0,Treatment,religion|imm|leaver,1,0,0,Supports LGBT+ education,627,618e53d7dd342ef4114ca86b,49,Pakistan,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Unemployed (and job seeking),Asian,Male,Secondary education (e.g. GED/GCSE),5,United Kingdom,"Â£10,000 - Â£19,999",Left,Married,Islam,Male,heterosexual,I did not vote,Remain,Man,Heterosexual,0,Left,Secondary education (e.g. GED/GCSE),0,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Prefer not to say,1,Asian,Married,Muslim,0,1,45-54,6.081356,1,1,Anti-immigration+Treatment,0,1
765,109,11/12/2021 5:20,R_1g6GzwPJ2xotnOS,1,0,0|1|2|3|4|5|9999,6,8,9999,3,,ControlText,imm|religion|leaver,0,0,3,Supports LGBT+ education,628,618e5516beee26a5879d9752,67,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Male,Undergraduate degree (BA/BSc/other),3,United Kingdom,Rather not say,Centre,Married,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,heterosexual,Brexit Party,Leave,Man,Heterosexual,0,Centre,Undergraduate degree (BA/BSc/other),1,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Brexit,1.6435921,White,Married,Non-religious,0,0,65+,6.081356,1,1,Anti-Immigration+Control,0,1
455,81,11/12/2021 5:24,R_ze7v7hivQkj17BT,1,0,0|1|2|3|4|5|9999,0,0,1,,5,Treatment,leaver|imm|religion,1,0,5,Opposes LGBT+ education,629,618e5654fac94ad30774d35f,66,India,United Kingdom,Scotland,"Not in paid work (e.g. homemaker', 'retired or disabled)",Asian,Female,Undergraduate degree (BA/BSc/other),2,United Kingdom,"Â£10,000 - Â£19,999",Centre,Married,Do Not Wish to Answer,Female,heterosexual,Liberal Democrats,Remain,Woman,Heterosexual,0,Centre,Undergraduate degree (BA/BSc/other),1,Scotland,Other,1,Asian,Married,Prefer not to say,0,1,65+,6.081356,1,0,Anti-immigration+Treatment,0,0
740,107,11/12/2021 5:26,R_038SLZafH5TpGXT,1,0,5|4|3|2|1|0|9999,9,10,0,0,,ControlText,religion|leaver|imm,0,0,0,Supports LGBT+ education,630,618e57386c9b15d5d6d7b5ee,80,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Male,Secondary education (e.g. GED/GCSE),2,United Kingdom,"Â£20,000 - Â£29,999",Right,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Male,heterosexual,Conservatives,Leave,Man,Heterosexual,0,Right,Secondary education (e.g. GED/GCSE),0,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Cons,2,White,Married,Christian,0,0,65+,6.081356,0,2,Pro-Immigration+Control,0,1
602,94,11/12/2021 5:27,R_1q4idZ2bawUrX7P,1,5,5|4|3|2|1|0|9999,10,10,0,,10,Treatment,religion|leaver|imm,1,0,10,Opposes LGBT+ education,631,618e5952c164b71f6be04706,63,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Part-Time,White,Male,Secondary education (e.g. GED/GCSE),2,United Kingdom,Rather not say,Centre,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Male,heterosexual,Conservatives,Remain,Man,Heterosexual,0,Centre,Secondary education (e.g. GED/GCSE),0,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Cons,1.6435921,White,Married,Christian,0,0,55-64,6.081356,0,2,Pro-immigration+Treatment,0,0
853,120,11/12/2021 5:28,R_3HA0eYJfIf0TZNG,1,0,5|4|3|2|1|0|9999,8,8,0,,2,Treatment,imm|leaver|religion,1,0,2,Supports LGBT+ education,632,618e59fce9dbdfe04274bba5,58,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,White,Male,Secondary education (e.g. GED/GCSE),6,United Kingdom,"Â£40,000 - Â£49,999",Centre,Married,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,heterosexual,Conservatives,Rather not say,Man,Heterosexual,0,Centre,Secondary education (e.g. GED/GCSE),0,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Cons,4,White,Married,Non-religious,1,0,55-64,6.081356,0,2,Pro-immigration+Treatment,0,1
79,47,11/12/2021 5:30,R_3fO8ZUlg4zPhCAQ,1,0,0|1|2|3|4|5|9999,9,7,1,3,,ControlText,leaver|imm|religion,0,0,3,Supports LGBT+ education,633,618e59f240d718e063cf2dfb,75,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Male,Secondary education (e.g. GED/GCSE),3,United Kingdom,"Â£30,000 - Â£39,999",Right,Married,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,heterosexual,Conservatives,Remain,Man,Heterosexual,0,Right,Secondary education (e.g. GED/GCSE),0,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Cons,3,White,Married,Non-religious,0,0,65+,6.081356,0,2,Pro-Immigration+Control,0,1
223,61,11/12/2021 5:31,R_1nNlDnp5LhFGUrP,1,0,5|4|3|2|1|0|9999,6,5,1,,1,Treatment,leaver|religion|imm,1,0,1,Supports LGBT+ education,634,618e5af931184c471cff97c0,73,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Male,Undergraduate degree (BA/BSc/other),2,United Kingdom,Rather not say,N/A,Married,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,heterosexual,I did not vote,Leave,Man,Heterosexual,0,Prefer not to say,Undergraduate degree (BA/BSc/other),1,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Prefer not to say,1.6435921,White,Married,Non-religious,0,0,65+,6.081356,1,1,Anti-immigration+Treatment,0,1
184,58,11/12/2021 5:32,R_3nq0tSQNXpgDCZX,1,0,5|4|3|2|1|0|9999,5,10,0,10,,ControlText,leaver|religion|imm,0,0,10,Opposes LGBT+ education,635,618e5b83c540ea22d4ae8f67,67,Kenya,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Unemployed (and job seeking),Asian,Male,Graduate degree (MA/MSc/MPhil/other),3,United Kingdom,"Â£40,000 - Â£49,999",Centre,Married,Hinduism,Male,heterosexual,Conservatives,Leave,Man,Heterosexual,0,Centre,Graduate degree (MA/MSc/MPhil/other),1,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Cons,4,Asian,Married,Other,0,1,65+,6.081356,1,1,Anti-Immigration+Control,0,0
512,86,11/12/2021 5:33,R_Tv11r90dJX0vhrX,1,2,0|1|2|3|4|5|9999,10,10,0,,0,Treatment,leaver|imm|religion,1,0,0,Supports LGBT+ education,636,618e5bb498c2c4d4f393e59f,57,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,White,Male,Secondary education (e.g. GED/GCSE),4,United Kingdom,"Â£30,000 - Â£39,999",Centre,Married,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,heterosexual,Conservatives,I was eligible but did not vote,Man,Heterosexual,0,Centre,Secondary education (e.g. GED/GCSE),0,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Cons,3,White,Married,Non-religious,0,0,55-64,6.081356,0,2,Pro-immigration+Treatment,0,1
21,35,11/12/2021 5:33,R_1QrpwBGT7mkJw8k,1,0,0|1|2|3|4|5|9999,6,6,0,10,,ControlText,imm|religion|leaver,0,0,10,Opposes LGBT+ education,637,618e5cb5a656188d33adba0c,58,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Male,Secondary education (e.g. GED/GCSE),2,United Kingdom,Rather not say,Left,In a relationship,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Male,heterosexual,Conservatives,Leave,Man,Heterosexual,0,Left,Secondary education (e.g. GED/GCSE),0,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Cons,1.6435921,White,Relationship,Christian,0,0,55-64,6.081356,1,1,Anti-Immigration+Control,0,0
460,82,11/12/2021 5:36,R_1hxWfD3wPKyN0rC,1,0,5|4|3|2|1|0|9999,7,9,0,,0,Treatment,imm|religion|leaver,1,0,0,Supports LGBT+ education,638,618e5cef6fb63fa7a333004f,65,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,White,Male,Secondary education (e.g. GED/GCSE),2,United Kingdom,"Â£20,000 - Â£29,999",Left,Married,Do Not Wish to Answer,Male,heterosexual,Liberal Democrats,Remain,Man,Heterosexual,0,Left,Secondary education (e.g. GED/GCSE),0,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Other,2,White,Married,Prefer not to say,0,0,65+,6.081356,0,2,Pro-immigration+Treatment,0,1
229,62,11/12/2021 5:38,R_3MmlUw9bNirNvlT,1,0,0|1|2|3|4|5|9999,10,10,0,0,,ControlText,leaver|religion|imm,0,0,0,Supports LGBT+ education,639,618e5d3f83eda28f63a2be86,35,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Part-Time,Asian,Male,Secondary education (e.g. GED/GCSE),5,United Kingdom,"Less than Â£10,000 ",Left,Married,Islam,Male,heterosexual,Labour Party,Remain,Man,Heterosexual,0,Left,Secondary education (e.g. GED/GCSE),0,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Labour,0,Asian,Married,Muslim,0,1,35-44,6.081356,0,2,Pro-Immigration+Control,0,1
730,106,11/12/2021 5:40,R_12nKl7DUwx8baie,1,0,0|1|2|3|4|5|9999,5,6,1,2,,ControlText,religion|imm|leaver,0,0,2,Supports LGBT+ education,640,618e5d8496377430832d2ca3,67,United Kingdom,United Kingdom,Scotland,Other,White,Male,Undergraduate degree (BA/BSc/other),2,United Kingdom,"Â£20,000 - Â£29,999",Left,Married,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,heterosexual,Scottish National Party (SNP),Remain,Man,Heterosexual,0,Left,Undergraduate degree (BA/BSc/other),1,Scotland,SNP,2,White,Married,Non-religious,0,0,65+,6.081356,1,1,Anti-Immigration+Control,0,1
255,64,11/12/2021 5:42,R_C8mANZOSxPt6Nd7,1,1,5|4|3|2|1|0|9999,3,5,1,,5,Treatment,religion|leaver|imm,1,0,5,Opposes LGBT+ education,641,618e5e2c5595567752d47dc2,57,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Male,Secondary education (e.g. GED/GCSE),2,United Kingdom,"Less than Â£10,000 ",Right,Married,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,heterosexual,Conservatives,Leave,Man,Heterosexual,0,Right,Secondary education (e.g. GED/GCSE),0,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Cons,0,White,Married,Non-religious,0,0,55-64,6.081356,1,0,Anti-immigration+Treatment,0,0
914,128,11/12/2021 5:44,R_2WwMfFWRaDlRkf9,1,1,0|1|2|3|4|5|9999,6,6,0,0,,ControlText,imm|religion|leaver,0,0,0,Supports LGBT+ education,642,618e5e425525830b5c2345a5,55,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Full-Time,White,Male,Secondary education (e.g. GED/GCSE),2,United Kingdom,"Less than Â£10,000 ",Centre,Single,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Male,heterosexual,Change UK,Leave,Man,Heterosexual,0,Centre,Secondary education (e.g. GED/GCSE),0,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Other,0,White,Single,Christian,0,0,55-64,6.081356,1,1,Anti-Immigration+Control,0,1
408,77,11/12/2021 5:52,R_0DHcYqppjwWJJu1,1,0,0|1|2|3|4|5|9999,5,5,1,,6,Treatment,imm|religion|leaver,1,0,6,Opposes LGBT+ education,643,618e5ea4b3968b9547c12c11,21,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Other,White,Male,Undergraduate degree (BA/BSc/other),5,United Kingdom,"Less than Â£10,000 ",Centre,In a relationship,Shinto,Male,heterosexual,Conservatives,I was not eligible to vote,Man,Heterosexual,0,Centre,Undergraduate degree (BA/BSc/other),1,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Cons,0,White,Relationship,Other,1,0,18-24,6.081356,1,1,Anti-immigration+Treatment,0,0
359,73,11/12/2021 5:52,R_smSUFCnzcPOoZB7,1,5,0|1|2|3|4|5|9999,8,8,0,2,,ControlText,religion|imm|leaver,0,0,2,Supports LGBT+ education,644,618e5e908973187a5d03cc45,37,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Full-Time,Asian,Male,Graduate degree (MA/MSc/MPhil/other),2,United Kingdom,"Â£30,000 - Â£39,999",Centre,Married,Hinduism,Male,heterosexual,Labour Party,Remain,Man,Heterosexual,0,Centre,Graduate degree (MA/MSc/MPhil/other),1,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Labour,3,Asian,Married,Other,0,1,35-44,6.081356,0,2,Pro-Immigration+Control,0,1
208,60,11/12/2021 5:53,R_r1j7R6OdHk09j6V,1,3,0|1|2|3|4|5|9999,6,6,1,,3,Treatment,leaver|religion|imm,1,0,3,Supports LGBT+ education,645,618e5f0439c7a1039e1c9fb1,19,United Kingdom,United Kingdom,Scotland,Full-Time,White,Male,High school diploma/A-levels,,United Kingdom,"Â£30,000 - Â£39,999",N/A,Single,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,heterosexual,Other,I was not eligible to vote,Man,Heterosexual,0,Prefer not to say,High school diploma/A-levels,0,Scotland,Other,3,White,Single,Non-religious,0,0,18-24,6.081356,1,1,Anti-immigration+Treatment,0,1
603,94,11/12/2021 5:53,R_21GuXiR4yDrOcT6,1,0,5|4|3|2|1|0|9999,10,10,1,0,,ControlText,imm|leaver|religion,0,0,0,Supports LGBT+ education,646,618e5f735b4da68615a256c2,64,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",Mixed,Female,Doctorate degree (PhD/other),2,United Kingdom,"Â£10,000 - Â£19,999",Left,In a relationship,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,heterosexual,Labour Party,Remain,Woman,Heterosexual,0,Left,Doctorate degree (PhD/other),1,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Labour,1,Mixed,Relationship,Non-religious,0,1,55-64,6.081356,0,2,Pro-Immigration+Control,0,1
655,99,11/12/2021 5:55,R_2uQy3BgdXk6RlwL,1,1,5|4|3|2|1|0|9999,10,10,0,5,,ControlText,imm|leaver|religion,0,0,5,Opposes LGBT+ education,647,618e5ffc95e86e512bb66a5e,23,United Kingdom,United Kingdom,Scotland,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,Male,Secondary education (e.g. GED/GCSE),1,United Kingdom,"Less than Â£10,000 ",Left,In a relationship,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,homosexual,Labour Party,I was not eligible to vote,Man,Not heterosexual,0,Left,Secondary education (e.g. GED/GCSE),0,Scotland,Labour,0,White,Relationship,Non-religious,1,0,18-24,6.081356,0,2,Pro-Immigration+Control,0,0
383,75,11/12/2021 5:56,R_2uDqKFExbBfbcP1,1,1,5|4|3|2|1|0|9999,10,10,0,,5,Treatment,imm|leaver|religion,1,0,5,Opposes LGBT+ education,648,618e60425a70bec8aabf75f6,30,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Full-Time,Black,Male,Secondary education (e.g. GED/GCSE),3,United Kingdom,"Â£10,000 - Â£19,999",Left,Engaged,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,heterosexual,Labour Party,Remain,Man,Heterosexual,0,Left,Secondary education (e.g. GED/GCSE),0,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Labour,1,Black,Engaged,Non-religious,0,1,25-34,6.081356,0,2,Pro-immigration+Treatment,0,0
40,40,11/12/2021 5:56,R_1lz4KcQ4tFpDqVl,1,0,0|1|2|3|4|5|9999,6,6,1,8,,ControlText,leaver|imm|religion,0,0,8,Opposes LGBT+ education,649,618e60f602bcc241efabdc7f,71,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Male,Doctorate degree (PhD/other),1,United Kingdom,Rather not say,Right,Widowed,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,heterosexual,Conservatives,Leave,Man,Heterosexual,0,Right,Doctorate degree (PhD/other),1,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Cons,1.6435921,White,Widowed,Non-religious,0,0,65+,6.081356,1,1,Anti-Immigration+Control,0,0
211,60,11/12/2021 5:57,R_1eCQMbCxppId92r,1,0,0|1|2|3|4|5|9999,5,5,1,,0,Treatment,leaver|religion|imm,1,0,0,Supports LGBT+ education,650,618e612ab4ebc8be8ef8b519,56,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Part-Time,White,Male,Secondary education (e.g. GED/GCSE),2,United Kingdom,"Â£20,000 - Â£29,999",Left,Single,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Male,heterosexual,Labour Party,Remain,Man,Heterosexual,0,Left,Secondary education (e.g. GED/GCSE),0,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Labour,2,White,Single,Christian,0,0,55-64,6.081356,1,1,Anti-immigration+Treatment,0,1
1094,182,11/12/2021 5:58,R_3h0dI2NnuVHI3ZJ,1,1,0|1|2|3|4|5|9999,8,8,0,4,,ControlText,imm|religion|leaver,0,0,4,Supports LGBT+ education,651,618e633e02e16f409513cdf8,60,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Male,Secondary education (e.g. GED/GCSE),1,United Kingdom,Rather not say,DATA EXPIRED,Single,DATA EXPIRED,Male,heterosexual,Conservatives,Leave,Man,Heterosexual,0,Prefer not to say,Secondary education (e.g. GED/GCSE),0,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Cons,1.6435921,White,Single,Other,0,0,55-64,6.081356,0,2,Pro-Immigration+Control,0,1
1190,393,11/12/2021 5:59,R_3PvjJ1UULm6H9Ft,1,0,5|4|3|2|1|0|9999,9,9,0,,0,Treatment,imm|religion|leaver,1,0,0,Supports LGBT+ education,652,618e6350952e4737841e38fa,72,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,White,Male,Doctorate degree (PhD/other),1,United Kingdom,"Â£10,000 - Â£19,999",Left,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Male,heterosexual,Labour Party,Remain,Man,Heterosexual,0,Left,Doctorate degree (PhD/other),1,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Labour,1,White,Married,Christian,0,0,65+,6.081356,0,2,Pro-immigration+Treatment,0,1
76,46,11/12/2021 6:02,R_2yjPEDFtz3xIb8M,1,0,5|4|3|2|1|0|9999,9,9,0,0,,ControlText,imm|religion|leaver,0,0,0,Supports LGBT+ education,654,618e63f0cceb300d8351751c,47,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Full-Time,White,Male,Secondary education (e.g. GED/GCSE),4,United Kingdom,"Â£20,000 - Â£29,999",Centre,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Male,heterosexual,Liberal Democrats,Remain,Man,Heterosexual,0,Centre,Secondary education (e.g. GED/GCSE),0,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Other,2,White,Married,Christian,0,0,45-54,6.081356,0,2,Pro-Immigration+Control,0,1
382,75,11/12/2021 6:03,R_1OiwkXQtvHQ5K3E,1,0,5|4|3|2|1|0|9999,7,7,0,3,,ControlText,leaver|imm|religion,0,0,3,Supports LGBT+ education,655,618e641bb09cc6b9ef0a1ee7,69,Austria,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,Mixed,Female,Undergraduate degree (BA/BSc/other),2,United Kingdom,"Less than Â£10,000 ",Left,Married,Judaism,Female,heterosexual,Labour Party,Remain,Woman,Heterosexual,0,Left,Undergraduate degree (BA/BSc/other),1,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Labour,0,Mixed,Married,Other,0,1,65+,6.081356,0,2,Pro-Immigration+Control,0,1
1019,155,11/12/2021 6:04,R_qXHgGG9bh34VwNX,1,0,0|1|2|3|4|5|9999,7,8,0,,3,Treatment,religion|leaver|imm,1,0,3,Supports LGBT+ education,656,618e645a0c43851e93972845,60,United Kingdom,United Kingdom,Northern Ireland,Full-Time,White,Male,No formal qualifications,3,United Kingdom,"Â£20,000 - Â£29,999",Right,Separated,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,heterosexual,Democratic Unionist Party (DUP),Leave,Man,Heterosexual,0,Right,No formal qualifications,0,Northern Ireland,Other,2,White,Divorced,Non-religious,0,0,55-64,6.081356,0,2,Pro-immigration+Treatment,0,1
54,42,11/12/2021 6:07,R_2rNhhE9gG3etz6D,1,0,5|4|3|2|1|0|9999,0,0,1,,10,Treatment,religion|leaver|imm,1,0,10,Opposes LGBT+ education,657,618e645e8e0b10afb591b1f2,59,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,White,Male,No formal qualifications,2,United Kingdom,"Â£30,000 - Â£39,999",Right,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Male,heterosexual,I did not vote,Leave,Man,Heterosexual,0,Right,No formal qualifications,0,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Prefer not to say,3,White,Married,Christian,0,0,55-64,6.081356,1,0,Anti-immigration+Treatment,0,0
1178,270,11/12/2021 6:10,R_25sYQ2iCHjbQyaK,1,0,0|1|2|3|4|5|9999,2,2,1,,3,Treatment,leaver|imm|religion,1,0,3,Supports LGBT+ education,658,618e644877d93da16933c4b2,63,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Unemployed (and job seeking),White,Male,Secondary education (e.g. GED/GCSE),2,United Kingdom,"Â£10,000 - Â£19,999",Right,In a relationship,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Male,homosexual,Conservatives,Remain,Man,Not heterosexual,0,Right,Secondary education (e.g. GED/GCSE),0,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Cons,1,White,Relationship,Christian,0,0,55-64,6.081356,1,0,Anti-immigration+Treatment,0,1
349,72,11/12/2021 6:13,R_12Lm3sznX2QciTw,1,0,0|1|2|3|4|5|9999,2,6,0,5,,ControlText,religion|leaver|imm,0,0,5,Opposes LGBT+ education,659,618e64c16bcc25cc29f6dc17,45,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Unemployed (and job seeking),Black,Male,High school diploma/A-levels,1,United Kingdom,"Less than Â£10,000 ",Left,Single,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,heterosexual,I did not vote,I was eligible but did not vote,Man,Heterosexual,0,Left,High school diploma/A-levels,0,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Prefer not to say,0,Black,Single,Non-religious,0,1,45-54,6.081356,1,0,Anti-Immigration+Control,0,0
